,Unnamed: 0,attack,client,dst_ip,severity,src_ip
1645,2287,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.61
1646,3121,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.41
1647,1726,Windows SMB Protection Violation,2,10.196.142.93,Critical,10.200.205.231
1648,1107,,2,10.197.208.87,Informational,60.86.0.208
1649,1368,,2,10.196.86.85,Informational,178.226.64.153
1650,1757,Windows SMB Protection Violation,2,10.196.14.40,Critical,10.200.205.230
1651,3170,NTP Enforcement Violation,1,200.75.192.252,High,191.234.217.13
1652,1474,Windows SMB Protection Violation,2,10.200.41.117,Critical,10.200.205.230
1653,662,Streaming Engine: Potential network configuration problem detected,2,29.212.232.73,Informational,10.196.80.22
1654,414,,2,10.196.222.166,Informational,10.177.66.66
1655,2024,,5,215.15.36.31,Informational,10.0.11.116
1656,2335,Scanner Enforcement Violation,1,200.75.192.252,High,102.4.166.79
1657,2326,SSL Enforcement Violation,1,200.75.192.250,Low,214.100.26.237
1658,1090,,2,192.168.142.224,Informational,58.39.59.153
1659,2982,Web Server Enforcement Violation,1,200.75.192.252,Critical,168.252.200.7
1660,972,,2,10.196.222.95,Informational,95.207.16.157
1661,2224,NTP Enforcement Violation,1,200.75.192.250,High,57.15.12.248
1662,161,Windows SMB Protection Violation,2,10.196.86.24,Critical,10.200.205.231
1663,2717,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.14
1664,3047,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.145
1665,981,,2,10.196.78.126,Informational,24.213.251.228
1666,1304,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.88.24
1667,836,,2,10.196.90.7,Informational,10.177.66.141
1668,1686,Windows SMB Protection Violation,2,10.196.92.10,Critical,10.200.205.230
1669,1108,,2,10.197.208.87,Informational,78.251.249.14
1670,1952,,5,40.234.134.91,Informational,10.0.11.73
1671,448,,2,10.196.86.42,Informational,10.177.110.55
1672,1314,,2,10.200.43.26,Informational,191.33.223.208
1673,1615,Windows SMB Protection Violation,2,10.196.152.27,Critical,10.200.205.230
1674,3136,Web Server Enforcement Violation,1,200.75.192.252,Critical,40.246.124.135
1675,2139,Scanner Enforcement Violation,1,200.75.192.250,High,115.110.38.6
1676,2153,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
1677,1864,Windows SMB Protection Violation,2,10.200.43.137,Critical,10.200.205.231
1678,2974,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.59
1679,160,Windows SMB Protection Violation,2,10.196.80.60,Critical,10.200.205.230
1680,850,,2,192.168.162.26,Informational,157.101.0.194
1681,1209,,2,10.196.222.142,Informational,94.221.16.8
1682,944,,2,10.196.222.95,Informational,178.226.64.153
1683,1818,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.52
1684,555,,2,10.196.224.52,Informational,10.177.110.55
1685,1973,,5,29.3.13.114,Informational,10.0.11.102
1686,2889,NTP Enforcement Violation,1,200.75.192.252,High,190.105.139.102
1687,1390,Windows SMB Protection Violation,2,10.196.224.47,Critical,10.200.205.230
1688,3174,Scanner Enforcement Violation,1,200.75.192.252,High,87.7.10.253
1689,2816,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
1690,3031,NTP Enforcement Violation,1,200.75.192.254,High,129.206.109.148
1691,1509,Windows SMB Protection Violation,2,10.196.142.29,Critical,10.200.205.230
1692,261,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.227
1693,3131,NTP Enforcement Violation,1,200.75.192.254,High,129.206.109.148
1694,1907,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.167
1695,723,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.96.15
1696,984,,2,192.168.190.215,Informational,78.251.249.9
1697,1186,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.144.28
1698,2018,,5,10.0.0.9,Informational,10.0.11.76
1699,2971,Streaming Engine: Potential network configuration problem detected,1,41.196.168.191,Informational,200.75.192.252
1700,2524,Scanner Enforcement Violation,1,200.75.192.254,High,218.129.0.96
1701,85,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.118
1702,472,,2,10.195.208.6,Informational,10.177.66.66
1703,424,,2,10.196.150.75,Informational,24.210.169.16
1704,1303,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.142.38
1705,433,,2,10.200.43.31,Informational,204.47.127.32
1706,997,,2,10.196.222.64,Informational,110.103.151.206
1707,3066,Web Server Enforcement Violation,1,200.75.192.252,Critical,53.90.92.121
1708,671,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.152.39
1709,3183,Streaming Engine: TCP anomaly detected,4,10.12.30.10,Informational,10.12.50.185
1710,1974,,5,29.3.13.114,Informational,10.0.11.102
1711,1477,Windows SMB Protection Violation,2,10.196.224.74,Critical,10.200.205.230
1712,1594,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.179
1713,201,Windows SMB Protection Violation,2,10.197.206.121,Critical,10.200.205.231
1714,2162,NTP Enforcement Violation,1,200.75.192.254,High,129.206.109.148
1715,528,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.224.23
1716,473,,2,10.196.86.68,Informational,191.60.216.52
1717,1403,Windows SMB Protection Violation,2,10.197.208.91,Critical,10.200.205.230
1718,486,,2,10.196.80.31,Informational,10.200.205.21
1719,2185,Scanner Enforcement Violation,1,200.75.192.252,High,191.245.84.22
1720,2558,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.61
1721,138,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.87.255
1722,133,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.22
1723,123,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.32
1724,2240,Web Server Enforcement Violation,1,200.75.192.252,Critical,138.232.226.187
1725,3010,Web Server Enforcement Violation,1,200.75.192.252,Critical,138.232.82.43
1726,259,Windows SMB Protection Violation,2,10.200.43.14,Critical,10.200.205.231
1727,327,Windows SMB Protection Violation,2,10.196.20.3,Critical,10.200.205.230
1728,2824,Scanner Enforcement Violation,1,200.75.192.250,High,57.75.130.176
1729,1571,Windows SMB Protection Violation,2,10.196.222.147,Critical,10.200.205.231
1730,1247,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.88.3
1731,1564,Windows SMB Protection Violation,2,10.196.144.8,Critical,10.200.205.230
1732,2217,Scanner Enforcement Violation,1,200.75.192.252,High,191.14.184.51
1733,1821,Windows SMB Protection Violation,2,10.196.152.49,Critical,10.200.205.230
1734,1728,Windows SMB Protection Violation,2,10.197.208.60,Critical,10.200.205.231
1735,1586,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.14.7
1736,717,,2,192.168.145.133,Informational,78.251.249.9
1737,1220,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.86.32
1738,1124,,2,10.197.208.87,Informational,58.94.220.16
1739,2763,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.189
1740,1978,Streaming Engine: TCP anomaly detected,5,19.107.4.50,Informational,10.0.11.243
1741,2624,NTP Enforcement Violation,1,200.75.192.250,High,191.244.43.70
1742,2876,Scanner Enforcement Violation,1,200.75.192.252,High,108.165.50.21
1743,2605,NTP Enforcement Violation,1,200.75.192.254,High,75.55.49.208
1744,423,,2,10.196.150.75,Informational,191.33.223.202
1745,2563,SSL Enforcement Violation,1,58.221.74.15,Low,200.75.192.252
1746,1919,Windows SMB Protection Violation,2,10.196.142.117,Critical,10.200.205.231
1747,1243,,2,10.196.78.63,Informational,40.237.101.58
1748,1619,Windows SMB Protection Violation,2,10.197.206.96,Critical,10.200.205.230
1749,1652,Windows SMB Protection Violation,2,10.200.43.15,Critical,10.200.205.230
1750,2071,,5,10.0.0.9,Informational,10.0.11.69
1751,163,,2,10.177.66.66,Informational,10.200.44.39
1752,1570,Windows SMB Protection Violation,2,10.196.224.59,Critical,10.200.205.230
1753,3059,Apache Server Protection Violation,1,200.75.192.250,Critical,53.90.92.121
1754,1515,Windows SMB Protection Violation,2,10.196.14.6,Critical,10.200.205.231
1755,2196,Scanner Enforcement Violation,1,200.75.192.250,High,57.75.130.176
1756,2581,Scanner Enforcement Violation,1,200.75.192.254,High,57.38.54.53
1757,840,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.35
1758,2891,Scanner Enforcement Violation,1,200.75.192.252,High,204.108.66.144
1759,718,,2,10.196.78.116,Informational,43.252.172.53
1760,2402,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.55
1761,406,,2,10.196.142.82,Informational,29.43.241.149
1762,940,,2,10.196.152.53,Informational,110.77.39.231
1763,2035,,5,157.101.250.49,Informational,10.0.11.75
1764,2890,Scanner Enforcement Violation,1,200.75.192.250,High,202.52.43.60
1765,1312,,2,10.196.142.104,Informational,10.177.66.141
1766,111,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.110
1767,2248,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
1768,919,,2,10.196.222.92,Informational,29.44.170.65
1769,808,,2,10.196.90.7,Informational,10.177.66.141
1770,2236,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.63
1771,786,,2,10.197.90.77,Informational,218.58.249.213
1772,1042,,2,192.168.143.50,Informational,29.214.118.99
1773,205,Windows SMB Protection Violation,2,10.196.144.128,Critical,10.200.205.231
1774,1671,Windows SMB Protection Violation,2,10.197.204.32,Critical,10.200.205.231
1775,129,Windows SMB Protection Violation,2,10.196.224.119,Critical,10.200.205.230
1776,3180,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.41
1777,1560,Windows SMB Protection Violation,2,10.196.12.3,Critical,10.200.205.231
1778,513,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.56
1779,2012,,5,110.18.101.194,Informational,10.0.11.76
1780,43,Windows SMB Protection Violation,2,10.196.224.80,Critical,10.200.205.231
1781,2608,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.18
1782,1934,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.94
1783,703,,2,192.168.190.169,Informational,8.17.148.133
1784,2496,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.15
1785,2173,Scanner Enforcement Violation,1,200.75.192.252,High,159.122.2.231
1786,2350,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
1787,2469,Scanner Enforcement Violation,1,200.75.192.252,High,184.211.51.213
1788,44,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.57
1789,185,Windows SMB Protection Violation,2,10.196.142.68,Critical,10.200.205.231
1790,1682,Windows SMB Protection Violation,2,10.196.94.77,Critical,10.200.205.230
1791,335,,2,192.168.148.49,Informational,40.200.62.249
1792,1968,,5,29.3.13.114,Informational,10.0.11.102
1793,2809,Scanner Enforcement Violation,1,200.75.192.250,High,68.210.103.175
1794,2681,Application Servers Protection Violation,1,200.75.192.254,High,201.154.48.30
1795,2177,NTP Enforcement Violation,1,200.75.192.254,High,200.36.173.101
1796,1333,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.48
1797,560,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.88.51
1798,2837,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.46
1799,885,,2,10.197.206.108,Informational,110.82.201.30
1800,812,,2,10.195.208.32,Informational,10.200.205.23
1801,1168,,2,10.196.152.23,Informational,29.44.170.65
1802,2502,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.41
1803,2234,NTP Enforcement Violation,1,200.75.192.254,High,57.15.12.248
1804,2574,NTP Enforcement Violation,1,200.75.192.250,High,129.206.109.148
1805,1693,Windows SMB Protection Violation,2,10.196.92.18,Critical,10.200.205.231
1806,377,,2,10.200.47.100,Informational,29.43.240.146
1807,2892,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.209
1808,2886,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.44
1809,1050,,2,10.196.224.80,Informational,191.64.189.110
1810,2577,Application Servers Protection Violation,1,200.75.192.252,Critical,181.42.3.81
1811,987,,2,10.196.78.63,Informational,191.33.223.203
1812,320,Windows SMB Protection Violation,2,10.197.208.98,Critical,10.200.205.231
1813,1071,,2,10.197.202.19,Informational,29.43.240.146
1814,763,,2,192.168.188.80,Informational,191.33.223.216
1815,2737,Scanner Enforcement Violation,1,200.75.192.252,High,204.100.175.108
1816,2979,Scanner Enforcement Violation,1,200.75.192.252,High,153.135.64.143
1817,1081,,2,192.168.186.36,Informational,60.229.251.184
1818,2252,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.218
1819,1009,,2,10.195.20.76,Informational,10.177.67.36
1820,1794,Windows SMB Protection Violation,2,10.200.43.33,Critical,10.200.205.231
1821,761,,2,192.168.146.69,Informational,29.62.150.237
1822,3110,Application Servers Protection Violation,1,200.75.192.250,High,201.154.48.30
1823,930,,2,10.197.202.40,Informational,191.33.223.200
1824,464,,2,10.195.208.6,Informational,10.177.66.66
1825,2316,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.28
1826,689,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.154
1827,1956,,5,110.18.99.194,Informational,10.0.11.62
1828,303,Windows SMB Protection Violation,2,10.196.90.7,Critical,10.200.205.230
1829,1611,Windows SMB Protection Violation,2,10.197.206.156,Critical,10.200.205.231
1830,931,Streaming Engine: TCP anomaly detected,2,10.196.152.37,Informational,10.200.105.202
1831,436,,2,10.196.202.34,Informational,10.120.13.35
1832,1450,Windows SMB Protection Violation,2,10.196.144.34,Critical,10.200.205.230
1833,537,,2,10.197.202.25,Informational,29.212.233.91
1834,3130,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.15
1835,1102,,2,10.197.208.87,Informational,191.33.223.216
1836,189,Windows SMB Protection Violation,2,10.200.46.33,Critical,10.200.205.230
1837,2497,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
1838,2881,Scanner Enforcement Violation,1,200.75.192.254,High,115.110.38.6
1839,2584,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.64.143
1840,588,,2,192.168.164.148,Informational,163.203.176.43
1841,2100,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.200
1842,1178,,2,10.200.44.156,Informational,10.129.48.97
1843,2759,Scanner Enforcement Violation,1,200.75.192.252,High,68.210.89.214
1844,531,,2,10.197.202.25,Informational,74.67.178.243
1845,2718,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.14
1846,2365,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.27
1847,2086,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.49
1848,42,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.106
1849,2965,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.61
1850,2131,Scanner Enforcement Violation,1,200.75.192.250,High,57.38.54.53
1851,2643,Scanner Enforcement Violation,1,200.75.192.254,High,100.124.216.26
1852,2701,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.214
1853,2868,Streaming Engine: Potential network configuration problem detected,1,58.169.83.3,Informational,200.75.192.252
1854,1712,Windows SMB Protection Violation,2,10.196.80.91,Critical,10.200.205.230
1855,2928,Scanner Enforcement Violation,1,200.75.192.250,High,60.37.129.79
1856,2626,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.88.61
1857,319,Windows SMB Protection Violation,2,10.197.86.39,Critical,10.200.205.231
1858,2238,NTP Enforcement Violation,1,200.75.192.252,High,57.15.12.248
1859,273,DNS Enforcement Violation,2,10.200.105.200,Critical,10.201.60.25
1860,806,,2,10.196.78.21,Informational,44.106.34.140
1861,2568,Scanner Enforcement Violation,1,200.75.192.250,High,100.124.216.26
1862,927,,2,10.196.94.33,Informational,157.101.2.114
1863,623,,2,10.197.90.55,Informational,191.33.223.209
1864,1954,,5,73.72.99.140,Informational,10.0.11.62
1865,229,Windows SMB Protection Violation,2,10.196.14.37,Critical,10.200.205.230
1866,814,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.70
1867,854,,2,10.196.94.52,Informational,178.226.64.153
1868,17,Windows SMB Protection Violation,2,10.196.86.114,Critical,10.200.205.230
1869,2727,Application Servers Protection Violation,1,200.75.192.252,High,190.105.139.83
1870,2082,Scanner Enforcement Violation,1,200.75.192.250,High,201.154.222.8
1871,1382,,2,192.168.195.254,Informational,223.175.192.11
1872,1234,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.94
1873,1747,Windows SMB Protection Violation,2,10.196.223.245,Critical,10.200.205.231
1874,346,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.57
1875,2203,NTP Enforcement Violation,1,200.75.192.254,High,191.234.217.13
1876,1026,,2,10.196.78.75,Informational,153.75.70.44
1877,2059,,5,157.101.250.49,Informational,10.0.11.80
1878,386,,2,10.196.224.80,Informational,29.44.170.65
1879,1579,Windows SMB Protection Violation,2,10.200.43.25,Critical,10.200.205.231
1880,2286,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.61
1881,1704,Windows SMB Protection Violation,2,10.196.224.61,Critical,10.200.205.230
1882,3128,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.15
1883,2906,Scanner Enforcement Violation,1,200.75.192.252,High,68.210.89.204
1884,3074,Web Server Enforcement Violation,1,200.75.192.252,Critical,214.87.233.140
1885,1638,Windows SMB Protection Violation,2,10.196.142.60,Critical,10.200.205.230
1886,3175,Scanner Enforcement Violation,1,200.75.192.250,High,87.7.10.253
1887,1689,Windows SMB Protection Violation,2,10.196.90.12,Critical,10.200.205.231
1888,1347,,2,10.200.44.156,Informational,10.129.47.120
1889,1094,,2,10.197.208.87,Informational,78.251.249.14
1890,1717,Windows SMB Protection Violation,2,10.196.78.67,Critical,10.200.205.231
1891,1110,,2,10.197.208.87,Informational,40.255.28.155
1892,2124,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.61
1893,2902,Scanner Enforcement Violation,1,200.75.192.254,High,102.4.166.79
1894,275,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.88.6
1895,2950,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.72
1896,2398,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.46
1897,1413,Windows SMB Protection Violation,2,10.197.90.6,Critical,10.200.205.230
1898,699,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.130
1899,3147,NTP Enforcement Violation,1,200.75.192.250,High,200.36.173.101
1900,1997,,5,190.26.140.34,Informational,10.0.11.73
1901,1801,Windows SMB Protection Violation,2,10.197.78.1,Critical,10.200.205.230
1902,295,Content Protection Violation,2,10.81.15.11,Medium,10.200.251.127
1903,1317,,2,10.200.43.26,Informational,110.16.64.54
1904,846,,2,10.196.94.52,Informational,70.158.223.156
1905,2483,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.27
1906,766,,2,10.197.90.55,Informational,43.252.172.27
1907,106,Windows SMB Protection Violation,2,10.196.142.129,Critical,10.200.205.230
1908,297,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.11
1909,532,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.71
1910,2683,Scanner Enforcement Violation,1,200.75.192.252,High,43.49.231.100
1911,1658,Windows SMB Protection Violation,2,10.197.90.177,Critical,10.200.205.231
1912,2231,NTP Enforcement Violation,1,200.75.192.250,High,113.179.122.226
1913,1616,Windows SMB Protection Violation,2,10.200.41.123,Critical,10.200.205.231
1914,2738,Scanner Enforcement Violation,1,200.75.192.250,High,204.100.175.108
1915,1446,Windows SMB Protection Violation,2,10.196.16.26,Critical,10.200.205.230
1916,116,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.133
1917,2359,Scanner Enforcement Violation,1,200.75.192.250,High,43.49.231.164
1918,1897,Windows SMB Protection Violation,2,10.197.208.101,Critical,10.200.205.230
1919,1764,Windows SMB Protection Violation,2,10.196.152.5,Critical,10.200.205.230
1920,2302,NTP Enforcement Violation,1,200.75.192.252,High,190.105.139.70
1921,186,Scanner Enforcement Violation,2,19.74.154.90,Critical,10.197.208.130
1922,1613,Windows SMB Protection Violation,2,10.196.74.21,Critical,10.200.205.231
1923,1029,,2,10.197.206.174,Informational,178.226.96.165
1924,2533,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.41
1925,1096,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.127
1926,332,,2,10.196.150.52,Informational,178.226.64.153
1927,1505,Windows SMB Protection Violation,2,10.196.224.136,Critical,10.200.205.230
1928,921,,2,10.196.222.45,Informational,219.19.162.80
1929,2016,,5,58.87.46.85,Informational,10.0.11.106
1930,2645,Scanner Enforcement Violation,1,200.75.192.252,High,57.75.130.176
1931,980,,2,10.196.84.14,Informational,100.31.29.128
1932,743,,2,10.196.80.14,Informational,94.221.16.154
1933,128,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.17
1934,603,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.91
1935,957,,2,10.200.43.128,Informational,78.21.81.253
1936,1453,Windows SMB Protection Violation,2,10.196.222.141,Critical,10.200.205.230
1937,1621,Windows SMB Protection Violation,2,10.200.44.145,Critical,10.200.205.231
1938,1444,Windows SMB Protection Violation,2,10.196.12.19,Critical,10.200.205.230
1939,304,Windows SMB Protection Violation,2,10.197.90.156,Critical,10.200.205.230
1940,2442,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.91.49
1941,768,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.207.246
1942,469,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.21
1943,2227,Scanner Enforcement Violation,1,200.75.192.250,High,182.32.32.76
1944,1842,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.94
1945,2205,Scanner Enforcement Violation,1,200.75.192.252,High,87.7.10.253
1946,2375,Scanner Enforcement Violation,1,200.75.192.252,High,153.135.64.123
1947,1845,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.88.8
1948,11,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.33
1949,1229,,2,10.196.88.6,Informational,178.226.64.153
1950,1412,Windows SMB Protection Violation,2,10.197.206.142,Critical,10.200.205.230
1951,1869,DNS Enforcement Violation,2,10.200.105.202,Critical,10.196.144.55
1952,2983,Scanner Enforcement Violation,1,200.75.192.254,High,153.135.64.61
1953,2972,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.59
1954,417,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.78.55
1955,2915,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.49
1956,2136,Scanner Enforcement Violation,1,200.75.192.252,High,153.135.64.143
1957,736,,2,10.196.90.7,Informational,10.177.66.141
1958,1675,Windows SMB Protection Violation,2,10.196.222.106,Critical,10.200.205.230
1959,1060,,2,10.196.86.106,Informational,29.214.154.30
1960,1688,,2,10.200.43.20,Informational,135.152.38.64
1961,1880,Windows SMB Protection Violation,2,10.196.78.125,Critical,10.200.205.231
1962,904,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.142.64
1963,31,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.208.110
1964,401,,2,192.168.174.55,Informational,94.221.16.242
1965,2065,,5,153.75.39.192,Informational,10.0.11.152
1966,1322,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.90.33
1967,610,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.18.25
1968,1194,DNS Enforcement Violation,2,10.200.105.201,Critical,10.195.16.6
1969,1659,Windows SMB Protection Violation,2,10.196.14.37,Critical,10.200.205.230
1970,1975,,5,29.3.13.114,Informational,10.0.11.102
1971,1099,,2,10.197.208.87,Informational,78.251.249.13
1972,0,Windows SMB Protection Violation,2,10.200.251.124,Critical,10.200.205.230
1973,1893,Windows SMB Protection Violation,2,10.197.204.22,Critical,10.200.205.231
1974,728,,2,10.197.204.21,Informational,94.221.17.106
1975,995,,2,10.197.80.40,Informational,180.35.21.104
1976,2276,Application Servers Protection Violation,1,200.75.192.252,High,77.6.146.185
1977,2531,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.41
1978,1180,,2,10.197.206.52,Informational,43.252.172.12
1979,2317,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.88.18
1980,715,,2,10.196.144.130,Informational,10.177.66.66
1981,1936,,5,40.204.130.222,Informational,10.0.11.62
1982,2409,Scanner Enforcement Violation,1,200.75.192.252,High,191.53.91.59
1983,2543,Scanner Enforcement Violation,1,200.75.192.250,High,57.75.130.176
1984,1949,,5,10.0.0.15,Informational,10.0.11.69
1985,2017,Streaming Engine: TCP anomaly detected,5,210.79.197.203,Informational,10.0.11.120
1986,2324,Scanner Enforcement Violation,1,200.75.192.250,High,68.210.103.169
1987,1183,DNS Enforcement Violation,2,10.200.105.200,Critical,10.196.86.66
1988,449,,2,10.196.86.42,Informational,10.177.110.55
1989,1612,Windows SMB Protection Violation,2,10.196.222.25,Critical,10.200.205.231
1990,1554,Windows SMB Protection Violation,2,10.196.224.123,Critical,10.200.205.231
1991,3023,Scanner Enforcement Violation,1,200.75.192.254,High,57.38.54.53
1992,1388,Windows SMB Protection Violation,2,10.196.206.29,Critical,10.200.205.231
1993,1489,Windows SMB Protection Violation,2,10.200.41.23,Critical,10.200.205.230
1994,1546,Windows SMB Protection Violation,2,10.197.80.6,Critical,10.200.205.230
1995,152,Windows SMB Protection Violation,2,10.196.222.20,Critical,10.200.205.231
1996,2394,Scanner Enforcement Violation,1,200.75.192.254,High,43.49.231.218
1997,3184,Streaming Engine: TCP anomaly detected,4,10.12.30.10,Informational,10.12.50.58
1998,1553,Windows SMB Protection Violation,2,10.196.86.46,Critical,10.200.205.230
1999,860,,2,10.196.224.114,Informational,178.226.64.153
2000,2114,Scanner Enforcement Violation,1,200.75.192.250,High,191.53.91.59
2001,1819,Windows SMB Protection Violation,2,10.197.90.217,Critical,10.200.205.231
2002,732,,2,192.168.168.119,Informational,158.195.53.208
2003,3020,NTP Enforcement Violation,1,200.75.192.250,High,57.75.71.0
2004,1065,DNS Enforcement Violation,2,10.200.105.201,Critical,10.196.80.96
2005,1551,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.86.2
2006,3218,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2007,3217,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2008,167,DNS Enforcement Violation,2,10.200.105.201,Critical,10.197.80.33
2009,2936,Scanner Enforcement Violation,1,200.75.192.254,High,68.210.103.172
2010,1109,,2,10.197.208.87,Informational,191.33.223.216
2011,829,,2,10.196.88.30,Informational,191.64.189.110
2012,769,Streaming Engine: Potential network configuration problem detected,2,29.3.96.24,Informational,10.196.222.23
2013,1058,,2,10.196.86.53,Informational,58.51.131.19
2014,2232,NTP Enforcement Violation,1,200.75.192.252,High,113.179.122.226
2015,2437,Web Server Enforcement Violation,1,200.75.192.252,Critical,218.64.112.133
2016,2422,NTP Enforcement Violation,1,200.75.192.252,High,135.250.206.86
2017,494,,2,10.196.222.117,Informational,29.44.170.89
2018,2919,Web Server Enforcement Violation,1,200.75.192.250,Medium,123.50.16.248
2019,3182,Streaming Engine: TCP anomaly detected,4,10.12.30.10,Informational,10.12.50.196
2020,945,,2,192.168.144.103,Informational,251.148.220.35
2021,2674,Scanner Enforcement Violation,1,200.75.192.254,High,191.53.88.27
2022,1632,Windows SMB Protection Violation,2,10.196.222.174,Critical,10.200.205.230
2023,3212,Streaming Engine: TCP anomaly detected,3,192.168.98.222,Informational,192.168.98.254
2024,146,Windows SMB Protection Violation,2,10.200.251.129,Critical,10.200.205.231
2025,2245,Scanner Enforcement Violation,1,200.75.192.250,Critical,146.143.208.71
